"global_step","algo: CAPQL - _step","algo: CAPQL - _step__MIN","algo: CAPQL - _step__MAX","algo: CAPQL - eval/eum","algo: CAPQL - eval/eum__MIN","algo: CAPQL - eval/eum__MAX"
"2520000","25442","25442","25442","202.65613053379093","159.42922878550928","227.92790525934058"
"2530000","25543","25543","25543","204.8187470932097","158.09277342795022","233.97268148758965"
"2540000","25644","25644","25644","202.2572015918577","152.78303537491766","230.8057839770059"
"2550000","25745","25745","25745","203.84089877647565","157.89001577118307","232.47249656169316"
"2560000","25846","25846","25846","205.2938973058164","155.59555333769623","232.01253212994655"
"2570000","25947","25947","25947","209.58654923469444","162.98213603749159","236.37276735249478"
"2580000","26048","26048","26048","206.8502486021915","153.47604622832483","234.03259152869072"
"2590000","26149","26149","26149","207.19168000037084","159.40015755405992","231.2748586411064"
"2600000","26250","26250","26250","205.3223852670716","154.94029661089945","231.27581580492912"
"2610000","26351","26351","26351","205.67270320671796","162.2259799598487","231.08538354966655"
"2620000","26452","26452","26452","206.99341912207342","162.28821827487923","233.18938261007472"
"2630000","26553","26553","26553","204.75279510033351","160.30545139545154","228.6056747428139"
"2640000","26654","26654","26654","205.61953053487574","162.0203290487524","230.6016898115214"
"2650000","26755","26755","26755","203.8575607057007","161.1968981099377","226.44903950788176"
"2660000","26856","26856","26856","205.19529631463456","157.64831571165743","230.67510865024738"
"2670000","26957","26957","26957","205.85925572276923","159.70227607034727","231.5677124287527"
"2680000","27058","27058","27058","206.7475974463231","159.13098562098446","232.73206680542884"
"2690000","27159","27159","27159","207.7350017008549","158.89950953412188","233.9485837318759"
"2700000","27260","27260","27260","209.76046622689853","163.4755232446789","235.28463390907157"
"2710000","27361","27361","27361","206.11998781856036","160.68314566720335","232.0363141267045"
"2720000","27462","27462","27462","206.4594854566532","164.6385936654238","232.0959808557812"
"2730000","27563","27563","27563","206.72322972867926","164.24897308847613","230.2054503550003"
"2740000","27664","27664","27664","208.49152844792104","167.05780215065343","230.41126277480697"
"2750000","27765","27765","27765","208.74069047865214","161.9721788828464","236.15539861790032"
"2760000","27866","27866","27866","206.670027478656","159.8116431583072","232.3781550431946"
"2770000","27967","27967","27967","207.57471747206196","163.4891346138602","232.04700944040258"
"2780000","28068","28068","28068","207.08851423807928","161.15659027920051","231.0741787383836"
"2790000","28169","28169","28169","206.96046283011628","165.48165398334407","232.70624724117206"
"2800000","28270","28270","28270","208.5865667204611","164.50463528183988","230.92647022131726"
"2810000","28371","28371","28371","205.75946213665543","157.22834288549407","232.4796036916432"
"2820000","28472","28472","28472","206.0045499168788","160.7090938260257","232.05073301622798"
"2830000","28573","28573","28573","206.12187844278876","166.50826257453613","231.19467032595506"
"2840000","28674","28674","28674","205.2491896978896","159.40622274174703","230.8348295759254"
"2850000","28775","28775","28775","204.64665087708525","160.30204924747818","231.48286563457322"
"2860000","28876","28876","28876","205.41712421709","163.19912834507664","232.55187294687516"
"2870000","28977","28977","28977","204.71937490283324","161.83529734201144","231.99411498385365"
"2880000","29078","29078","29078","206.7149973316334","162.87907241619294","232.60936708447608"
"2890000","29179","29179","29179","202.3487007913145","161.61030154083127","223.8939804841435"
"2900000","29280","29280","29280","206.66373859691387","155.81538158110786","232.5543189667738"
"2910000","29381","29381","29381","208.28038015787615","160.12065031190167","232.39393651260954"
"2920000","29482","29482","29482","207.09079704997285","154.12821526055887","234.83060519803976"
"2930000","29583","29583","29583","209.71706953490002","161.0063969284135","234.35358017726253"
"2940000","29684","29684","29684","208.54921663346852","164.71180352707333","230.7173229138026"
"2950000","29785","29785","29785","208.3626099002488","162.8683630769583","231.34714433376092"
"2960000","29886","29886","29886","206.9925386546375","160.5505151920407","233.01107314627797"
"2970000","29987","29987","29987","206.2954780903577","158.60582846117865","233.85713444702495"
"2980000","30088","30088","30088","206.5094737377791","160.44386118411032","232.66349179534686"
"2990000","30189","30189","30189","208.33547222282462","167.95831576774114","232.87164277707365"
"3000000","30290","30290","30290","207.35905768903277","161.8606176770939","230.9610961567929"
"3010000","30391","30391","30391","207.36415803745638","164.08139954286162","232.21257377780327"
"3020000","30492","30492","30492","207.36563489253044","162.60102808142415","232.45712498431988"
"3030000","30593","30593","30593","206.3632380575983","157.50251838398526","232.06176026625855"
"3040000","30694","30694","30694","207.74293265968345","159.1751641579048","232.0925055651447"
"3050000","30795","30795","30795","206.19743341350193","156.91758230217192","233.20653504845538"
"3060000","30896","30896","30896","202.62296230287407","157.23918384642428","226.19804723166817"
"3070000","30997","30997","30997","206.6884769009043","159.48240536337278","230.60720135802188"
"3080000","31098","31098","31098","209.02633480378486","162.1433418112978","233.93058042086852"
"3090000","31199","31199","31199","207.34300480584582","155.65883379283434","235.52877760849282"
"3100000","31300","31300","31300","205.28503439191778","154.5548528686365","233.76503749329643"
"3110000","31401","31401","31401","203.124311166473","153.6558520651228","229.74775313098272"
"3120000","31502","31502","31502","205.8535384404524","154.07563247454394","234.0388212977094"
"3130000","31603","31603","31603","203.7724777465701","151.4712380872962","234.4863965677001"
"3140000","31704","31704","31704","203.16645097878813","154.6359433905062","231.28563167885488"
"3150000","31805","31805","31805","204.51342613213978","154.9050823280603","232.90075506479255"
"3160000","31906","31906","31906","203.47231202561557","154.06390852783142","229.53761301581753"
"3170000","32007","32007","32007","202.61984883156808","154.73326968599036","228.22896986963943"
"3180000","32108","32108","32108","206.398500359604","159.58659807990955","232.54555893344457"
"3190000","32209","32209","32209","208.3819250619545","167.14875494949993","234.74159195560745"
"3200000","32310","32310","32310","209.33071239932465","166.17280167580248","234.69981374956885"
"3210000","32411","32411","32411","207.35323222943978","164.64238895268855","233.08120919016554"
"3220000","32512","32512","32512","208.5540655940632","164.40598001231535","234.3876093400004"
"3230000","32613","32613","32613","210.86440729163337","164.6804627713912","234.7082747621424"
"3240000","32714","32714","32714","211.4080030277928","170.74160893952455","232.74215028105948"
"3250000","32815","32815","32815","206.08395038778409","165.56923026821482","227.78757559489517"
"3260000","32916","32916","32916","206.9111136214647","171.36432329124355","225.37754700560774"
"3270000","33017","33017","33017","200.56746230289605","158.3233470834936","223.9014990263131"
"3280000","33118","33118","33118","205.50092159297944","166.70019840158054","227.42729535178697"
"3290000","33219","33219","33219","207.87571625350233","158.96037197033974","235.89167118116194"
"3300000","33320","33320","33320","205.2904988125374","161.29326727884293","227.94282458216475"
"3310000","33421","33421","33421","205.6813319067669","161.05410552803463","228.23862045011748"
"3320000","33522","33522","33522","202.26991925816068","153.4521196324185","228.65074388218963"
"3330000","33623","33623","33623","203.00498223553288","157.93691451645233","226.8615338040397"
"3340000","33724","33724","33724","202.95501086793706","156.768205380408","229.08071533826453"
"3350000","33825","33825","33825","205.03347443156554","156.96706685172117","230.25828196525563"
"3360000","33926","33926","33926","204.75244570038106","157.39281924256002","230.105560020046"
"3370000","34027","34027","34027","204.92552053708263","154.81748811028564","232.83002979159963"
"3380000","34128","34128","34128","205.21266772981699","156.53447037241932","229.80220906743088"
"3390000","34229","34229","34229","206.3618131351052","159.07998572828419","231.83557129080262"
"3400000","34330","34330","34330","207.9792057093387","158.44165451166865","232.84524140633042"
"3410000","34431","34431","34431","206.36117737512635","159.68571559919886","230.4395898159533"
"3420000","34532","34532","34532","204.7482990132439","156.00695060909823","229.69777434377727"
"3430000","34633","34633","34633","204.15260971506436","155.18361849758247","230.3818955030388"
"3440000","34734","34734","34734","200.18456302973377","159.67614597564696","230.67172529452236"
"3450000","34835","34835","34835","201.3770754824542","159.6525052949119","232.2662294174921"
"3460000","34936","34936","34936","200.1562272634718","157.6628929808372","231.22575671306888"
"3470000","35037","35037","35037","202.60595666212103","159.29837095653164","230.62683964597935"
"3480000","35138","35138","35138","202.77206870088443","160.4827247470371","225.98758023400194"
"3490000","35239","35239","35239","203.15560742901573","157.34623560322052","229.8572476679618"
"3500000","35340","35340","35340","203.48291669747596","160.64000088397196","226.9063481172612"
"3510000","35441","35441","35441","203.76363758378398","158.50284545855226","228.92574424527044"
"3520000","35542","35542","35542","204.0404730924878","158.65112294662234","228.2607897913353"
"3530000","35643","35643","35643","205.22332151581097","158.8767789257246","228.93638431854328"
"3540000","35744","35744","35744","205.30245297517146","159.226334919011","229.42667040229372"
"3550000","35845","35845","35845","204.6721800872324","157.04389833172348","229.43082742751994"
"3560000","35946","35946","35946","204.08027985359362","152.8885166831763","231.94603503270255"
"3570000","36047","36047","36047","208.66503933397027","158.0430629042396","236.0830281067539"
"3580000","36148","36148","36148","205.88822166630356","161.05422371152997","229.20792992214595"
"3590000","36249","36249","36249","206.0235229718547","159.46889667746785","232.1253340671333"
"3600000","36350","36350","36350","209.28440283201965","167.81802809448774","233.25176497529952"
"3610000","36451","36451","36451","207.08215979399077","159.44103381438535","232.87510931899135"
"3620000","36552","36552","36552","207.0410624313648","159.62305811456662","231.8321387514078"
"3630000","36653","36653","36653","207.03806249327624","161.3616536161914","232.00710724470574"
"3640000","36754","36754","36754","207.00743381961686","161.48076411751762","231.46186511077286"
"3650000","36855","36855","36855","210.09171704958064","162.76318890434663","235.18187452194366"
"3660000","36956","36956","36956","206.78359055765532","160.61570752572027","229.97911765543336"
"3670000","37057","37057","37057","206.19267736880943","158.11571252294993","230.81370149993722"
"3680000","37158","37158","37158","203.28032258108968","154.70092468438182","230.42267834856347"
"3690000","37259","37259","37259","208.9666162421469","157.86949342074195","235.58044501236756"
"3700000","37360","37360","37360","208.80732754734012","159.4107157518518","233.75253323934913"
"3710000","37461","37461","37461","207.71375165020413","157.34858297641688","235.1972156708725"
"3720000","37562","37562","37562","209.25456236831585","159.04254952871906","234.7279468875202"
"3730000","37663","37663","37663","210.39320171588392","156.7259266445307","238.93739257306942"
"3740000","37764","37764","37764","209.15318725821695","160.2425650991267","234.99085762051237"
"3750000","37865","37865","37865","207.12106007091788","157.78721079404428","233.75614031355508"
"3760000","37966","37966","37966","210.04304639886178","161.273437765398","235.87947992750654"
"3770000","38067","38067","38067","211.14151034750702","161.18140370917286","239.92041137272972"
"3780000","38168","38168","38168","207.72601447750844","161.312756685274","231.77540800431433"
"3790000","38269","38269","38269","207.1205450211403","159.33106023833582","231.80968040031007"
"3800000","38370","38370","38370","208.49682510426496","159.93918746004846","233.56054600764102"
"3810000","38471","38471","38471","208.30433285342966","160.80134437010986","233.47591310717863"
"3820000","38572","38572","38572","207.5974029656031","161.42215279057254","232.78217884125985"
"3830000","38673","38673","38673","205.49446388990654","157.95189649184016","230.56121580144702"
"3840000","38774","38774","38774","208.90600693903323","159.64929736813082","235.3078555767977"
"3850000","38875","38875","38875","209.4889822034902","162.347486222089","233.16453001107405"
"3860000","38976","38976","38976","206.50178171562584","157.03857818023542","232.28831047034637"
"3870000","39077","39077","39077","210.17727551812595","164.24516452967833","233.61320162123798"
"3880000","39178","39178","39178","210.65879060512972","173.7031336973645","229.5995454640923"
"3890000","39279","39279","39279","208.9534232768443","172.65325235183158","229.44348407733335"
"3900000","39380","39380","39380","207.29124545714703","160.21805549882401","232.6075360647585"
"3910000","39481","39481","39481","208.3760414174192","162.80728494789693","231.99501171335706"
"3920000","39582","39582","39582","206.9591127230967","160.69898633942043","231.01893146487978"
"3930000","39683","39683","39683","210.10808336430807","168.2746753490051","232.00085613158836"
"3940000","39784","39784","39784","209.52080883024837","163.64396063559767","235.1384987880896"
"3950000","39885","39885","39885","210.95355704954113","170.7859829867491","231.83980340222158"
"3960000","39986","39986","39986","207.47905923353417","160.30237210805603","231.8847400404733"
"3970000","40087","40087","40087","210.1402963643279","165.61562077137467","234.15403582051073"
"3980000","40188","40188","40188","211.545059875203","170.7022209411941","235.65046086500854"
"3990000","40289","40289","40289","210.76699692564577","170.36823721352673","233.6801844662594"
"4000000","40390","40390","40390","212.05932725786928","170.25939817678653","234.09441377042873"
"4010000","40491","40491","40491","216.06801596008322","184.32859400598423","234.45048177917445"
"4020000","40592","40592","40592","208.62967046687177","164.2287962960943","234.36155306949357"
"4030000","40693","40693","40693","208.59547762146602","163.23983262920146","234.84775162891586"
"4040000","40794","40794","40794","208.3495928293584","164.44650307509642","232.4756155027826"
"4050000","40895","40895","40895","209.85031656854642","170.9748491299745","231.84833466971617"
"4060000","40996","40996","40996","210.64910163007585","174.15745921654292","232.92221447309618"
"4070000","41097","41097","41097","208.08828137431047","169.00547357685963","231.06576311975138"
"4080000","41198","41198","41198","208.66183021595717","169.10956321354908","230.5162677251242"
"4090000","41299","41299","41299","209.0833816899583","172.84655288930352","227.4613370569305"
"4100000","41400","41400","41400","210.3124717145196","171.22985483856988","231.8495775115701"
"4110000","41501","41501","41501","212.39512413413004","175.8574454271017","235.5386161393435"
"4120000","41602","41602","41602","209.88784867634945","168.28180954295397","232.87926458207437"
"4130000","41703","41703","41703","211.21547293548568","178.68290221572457","229.95011263458863"
"4140000","41804","41804","41804","209.78435563738762","169.9713530058903","231.75505248162517"
"4150000","41905","41905","41905","211.14534605677235","176.2222358745529","232.36735849307553"
"4160000","42006","42006","42006","212.0070394018721","177.49845973397296","230.60361294058316"
"4170000","42107","42107","42107","211.64498260939465","172.04084177250854","232.38995403636918"
"4180000","42208","42208","42208","210.3937551422401","172.98840532804337","230.8302280886329"
"4190000","42309","42309","42309","211.0547042383001","171.225468822789","234.77716186719798"
"4200000","42410","42410","42410","206.88755029909763","170.91409628156708","226.64546697338173"
"4210000","42511","42511","42511","209.77763142086897","166.62894754051806","231.6710558086466"
"4220000","42612","42612","42612","211.5575748551165","174.5885463220435","233.0055406918808"
"4230000","42713","42713","42713","209.2739848295249","165.34392983429322","236.03054471595385"
"4240000","42814","42814","42814","211.0986706286601","175.8960793181775","233.27039841000715"
"4250000","42915","42915","42915","211.95357759519595","174.47923617441435","232.5535350024154"
"4260000","43016","43016","43016","212.00513070880797","172.13990209282647","233.37226806759602"
"4270000","43117","43117","43117","213.74081060460188","177.79632851353588","232.338162121146"
"4280000","43218","43218","43218","211.74167486168525","171.250489839068","232.9355791789723"
"4290000","43319","43319","43319","210.58092494837936","168.81359462276131","232.32786391318993"
"4300000","43420","43420","43420","210.99856356762788","174.0419368960725","233.12620374927675"
"4310000","43521","43521","43521","210.5070560839467","172.96274214253987","231.16607541137128"
"4320000","43622","43622","43622","212.82287226317112","173.636426911078","233.29457494040628"
"4330000","43723","43723","43723","208.08377408954004","167.6183071202012","232.15856513406038"
"4340000","43824","43824","43824","167.93367721770915","101.47423174302781","231.34432417793658"
"4350000","43925","43925","43925","168.34307420993647","102.65621458243753","233.6324611770851"
"4360000","44026","44026","44026","157.4730430274469","67.35356486105111","232.55818566652985"
"4370000","44127","44127","44127","165.83834131965094","90.6061669975382","234.94238520954437"
"4380000","44228","44228","44228","169.09587659037868","101.89962672348987","232.73022670608657"
"4390000","44329","44329","44329","181.93884175408144","136.84103870808332","232.27344020684382"
"4400000","44430","44430","44430","165.58828014077403","91.6486459553614","232.25317497914222"
"4410000","44531","44531","44531","201.8197061435916","173.64022575175807","232.76644039458944"
"4420000","44632","44632","44632","189.09121710753752","156.7908852966726","234.18861798029556"
"4430000","44733","44733","44733","210.56438346896883","189.90577337675757","231.2229935611801"
"4440000","44834","44834","44834","217.21671835997432","201.01919674948567","233.41423997046294"
"4450000","44935","44935","44935","228.0439605472234","224.26481012366688","231.82311097077994"
"4460000","45036","45036","45036","229.07888764913156","225.5484637355353","232.6093115627278"
"4470000","45137","45137","45137","228.03004557642032","224.47908351247713","231.5810076403635"
"4480000","45238","45238","45238","222.19439147410446","212.05798171156138","232.33080123664752"
"4490000","45339","45339","45339","216.6501935365146","200.6765795973418","232.62380747568739"
"4500000","45440","45440","45440","221.19934179045595","209.46444039381652","232.93424318709535"
"4510000","45541","45541","45541","224.00360216739801","212.9534522834158","235.05375205138023"
"4520000","45642","45642","45642","218.92424194998125","203.51371305157951","234.33477084838302"
"4530000","45743","45743","45743","223.6560189587624","212.8011265538697","234.51091136365505"
"4540000","45844","45844","45844","227.1086448752593","219.7526558762027","234.46463387431587"
"4550000","45945","45945","45945","227.57366837531566","220.58574549635964","234.56159125427166"
"4560000","46046","46046","46046","227.32862669553253","219.17412762476854","235.4831257662965"
"4570000","46147","46147","46147","226.91915936303474","222.53758162891663","231.30073709715282"
"4580000","46248","46248","46248","227.06850221809918","219.98763426627957","234.1493701699188"
"4590000","46349","46349","46349","230.35411778137183","225.47489833509877","235.23333722764488"
"4600000","46450","46450","46450","229.30249610247435","221.30639773634795","237.29859446860075"
"4610000","46551","46551","46551","228.20865378588525","223.3760680020992","233.04123956967126"
"4620000","46652","46652","46652","226.91761245880815","216.90164742217596","236.93357749544032"
"4630000","46753","46753","46753","226.803576975611","220.9483026918923","232.65885125932974"
"4640000","46854","46854","46854","226.3404659235571","218.92280219401584","233.75812965309836"
"4650000","46955","46955","46955","225.76502100152163","219.600920426491","231.92912157655223"
"4660000","47056","47056","47056","225.70040559474063","219.1730893545697","232.22772183491153"
"4670000","47157","47157","47157","228.85425395109058","225.3276367299165","232.3808711722647"
"4680000","47258","47258","47258","225.8696658015681","221.20846623124234","230.53086537189384"
"4690000","47359","47359","47359","223.5883598601115","215.5369560035767","231.6397637166463"
"4700000","47460","47460","47460","223.18167687581754","215.77337129123464","230.58998246040045"
"4710000","47561","47561","47561","221.3126718719066","210.0505635926207","232.57478015119247"
"4720000","47662","47662","47662","218.39667320437763","205.55452656944345","231.2388198393118"
"4730000","47763","47763","47763","226.41190255694795","217.8024185805394","235.0213865333565"
"4740000","47864","47864","47864","227.6508242556817","221.879211153709","233.42243735765442"
"4750000","47965","47965","47965","226.51494169910808","219.9346471603217","233.09523623789443"
"4760000","48066","48066","48066","221.66594828724774","212.00318693865063","231.32870963584486"
"4770000","48167","48167","48167","229.93765097449204","226.2548769432204","233.62042500576368"
"4780000","48268","48268","48268","226.04830581295272","221.45892114240047","230.637690483505"
"4790000","48369","48369","48369","227.6236333620866","223.3598192587219","231.88744746545126"
"4800000","48470","48470","48470","229.22622309407365","224.06794134302493","234.38450484512236"
"4810000","48571","48571","48571","231.58744592335174","228.48706290950435","234.68782893719913"
"4820000","48672","48672","48672","223.5797005318982","216.9402458411106","230.21915522268583"
"4830000","48773","48773","48773","227.9245698164777","221.48013253709507","234.36900709586035"
"4840000","48874","48874","48874","228.5005543528101","225.51010327757223","231.49100542804797"
"4850000","48975","48975","48975","227.11918851823185","221.20008780898573","233.03828922747795"
"4860000","49076","49076","49076","230.77740064524582","229.38347883890307","232.17132245158857"
"4870000","49177","49177","49177","224.28105698116167","215.59135780809223","232.97075615423114"
"4880000","49278","49278","49278","227.8380899075996","225.62070921333256","230.05547060186663"
"4890000","49379","49379","49379","230.8942640083468","227.1997527807237","234.58877523596985"
"4900000","49480","49480","49480","232.07662825221814","230.39694277011608","233.7563137343202"
"4910000","49581","49581","49581","230.768879419473","225.86050166853164","235.67725717041435"
"4920000","49682","49682","49682","228.45621201621063","224.95347492858247","231.9589491038388"
"4930000","49783","49783","49783","229.69168866744354","228.64426209350205","230.739115241385"
"4940000","49884","49884","49884","230.23277463411637","229.94522609345486","230.52032317477784"
"4950000","49985","49985","49985","226.57218042982464","221.98317338808545","231.16118747156384"
"4960000","50086","50086","50086","224.81822191734608","218.1805469394794","231.45589689521276"
"4970000","50187","50187","50187","224.2292318133558","216.97507486302896","231.48338876368263"
"4980000","50288","50288","50288","229.24950314102063","226.24336995218843","232.25563632985285"
"4990000","50389","50389","50389","229.9045649606548","227.85000445009132","231.95912547121824"
"5000000","50490","50490","50490","229.85723775397219","227.18990081373784","232.52457469420654"