"global_step","algo: CAPQL - _step","algo: CAPQL - _step__MIN","algo: CAPQL - _step__MAX","algo: CAPQL - eval/hypervolume","algo: CAPQL - eval/hypervolume__MIN","algo: CAPQL - eval/hypervolume__MAX"
"2530000","25543","25543","25543","97942.08763850178","67513.51663683899","119433.84605307606"
"2540000","25644","25644","25644","96652.41226660459","64679.67191378244","116955.47043090484"
"2550000","25745","25745","25745","97072.22072441607","67323.27475046093","117343.03929002388"
"2560000","25846","25846","25846","98773.96682978199","66167.64951849861","117245.92673698787"
"2570000","25947","25947","25947","101511.27587171785","69648.46641637989","119860.89456099704"
"2580000","26048","26048","26048","101084.4725448545","64996.36428619627","119215.35415738965"
"2590000","26149","26149","26149","100887.07059132052","67941.0969705432","117592.39109919115"
"2600000","26250","26250","26250","99044.96848736312","65969.04460428795","116055.48565001751"
"2610000","26351","26351","26351","99092.16347729991","72135.18466023737","116687.34002257082"
"2620000","26452","26452","26452","99940.96134263994","71383.16778075972","117483.55584315646"
"2630000","26553","26553","26553","98063.96460073309","68694.34495685429","115603.88213687869"
"2640000","26654","26654","26654","98456.9735138478","69919.44097444759","117222.76252078239"
"2650000","26755","26755","26755","97230.07335521407","69810.67669302519","112886.21598669195"
"2660000","26856","26856","26856","98277.50103764974","67924.99838604528","116815.92449455234"
"2670000","26957","26957","26957","99342.38442177502","71046.22603373342","117291.48731299637"
"2680000","27058","27058","27058","101059.24321519524","70219.19640237257","117715.28524553633"
"2690000","27159","27159","27159","101435.86026329927","67671.13967022387","120466.37280814935"
"2700000","27260","27260","27260","101715.79140992626","69250.48693042276","119862.64573852732"
"2710000","27361","27361","27361","99687.0415790102","69969.6872804694","118251.07021106782"
"2720000","27462","27462","27462","98729.60994060586","70313.51514067613","117683.69575525224"
"2730000","27563","27563","27563","98804.58928595817","70199.03097295016","115121.78027094576"
"2740000","27664","27664","27664","100209.72697280913","71163.10072031853","116202.46522089056"
"2750000","27765","27765","27765","100576.02353646346","68910.27239175612","120551.56088125565"
"2760000","27866","27866","27866","101049.39631245767","70712.19336070935","118809.1288746451"
"2770000","27967","27967","27967","100784.46736515379","72090.58564099125","117612.44495585977"
"2780000","28068","28068","28068","100623.62026358732","70914.71745607408","116532.01814511015"
"2790000","28169","28169","28169","99670.62697613057","73358.98252603623","118413.5052025561"
"2800000","28270","28270","28270","101492.87826250687","73068.33735427348","115742.20348420864"
"2810000","28371","28371","28371","99455.55608840469","68240.79382471164","118162.63204810963"
"2820000","28472","28472","28472","99311.97686068724","71357.4804820707","117116.04007853396"
"2830000","28573","28573","28573","98099.04274301081","70886.24181909359","117787.49230861242"
"2840000","28674","28674","28674","98366.71430082002","69989.1347398186","116885.82579014855"
"2850000","28775","28775","28775","98235.00460180355","70420.99452439882","118384.08280909117"
"2860000","28876","28876","28876","98538.48297505513","72823.82912431115","118415.74325146174"
"2870000","28977","28977","28977","97456.14832360369","69539.16291066137","116813.28766254682"
"2880000","29078","29078","29078","99854.79706283381","69816.6474877921","117876.40775783968"
"2890000","29179","29179","29179","98082.46336960525","72259.54134450464","111219.20249242925"
"2900000","29280","29280","29280","101041.93331913848","66116.06258007124","119529.04104266953"
"2910000","29381","29381","29381","102700.62141803803","71178.24127420704","118755.90582152102"
"2920000","29482","29482","29482","102252.46491505219","67308.61586265203","121257.63876877568"
"2930000","29583","29583","29583","103982.34893982654","70411.21397596797","120906.90713293456"
"2940000","29684","29684","29684","102406.88793965026","74041.25193350577","117399.76733330623"
"2950000","29785","29785","29785","101456.00454946606","70003.65478263114","118072.78256347649"
"2960000","29886","29886","29886","99845.22828577994","69093.31518260852","117952.59829753752"
"2970000","29987","29987","29987","99602.37395946552","67643.00039681866","119849.3872390085"
"2980000","30088","30088","30088","99803.933974817","68686.1908868131","118100.57152941113"
"2990000","30189","30189","30189","101711.95134410793","74646.14263741058","119153.17072148107"
"3000000","30290","30290","30290","101823.87397544323","70364.28168011192","117583.96853702882"
"3010000","30391","30391","30391","102227.17394709877","73268.42121040961","118795.50750864949"
"3020000","30492","30492","30492","101339.05570622704","71571.36781474118","118159.45701404431"
"3030000","30593","30593","30593","101224.47750660185","69389.55722799839","117494.52679026924"
"3040000","30694","30694","30694","102061.62811453907","69870.25182459106","119249.52377842349"
"3050000","30795","30795","30795","99219.44403409703","65388.135449765185","119416.9021541458"
"3060000","30896","30896","30896","97177.2217078883","69993.84264576153","112072.82927825794"
"3070000","30997","30997","30997","98700.20521478413","69906.5098586051","114439.25645450973"
"3080000","31098","31098","31098","102123.88822114134","71219.41584877582","120423.55064268527"
"3090000","31199","31199","31199","102299.2972752413","68964.99544577129","120934.8225359184"
"3100000","31300","31300","31300","99983.07733780732","65948.3070113521","120000.30768266851"
"3110000","31401","31401","31401","97785.47179392567","66264.33343549761","116592.40008628192"
"3120000","31502","31502","31502","99974.38926789582","66205.52569344007","120472.65834231897"
"3130000","31603","31603","31603","98005.5080488613","63332.035334807224","121603.07680595966"
"3140000","31704","31704","31704","97204.31210068862","65686.6584317656","118278.55022758257"
"3150000","31805","31805","31805","97591.34763274482","65778.98359104202","118872.48909232552"
"3160000","31906","31906","31906","97091.28550583757","66098.42744804712","114925.46917333755"
"3170000","32007","32007","32007","97353.00590570901","66953.31238788932","115607.31634412555"
"3180000","32108","32108","32108","99655.48885752463","69801.63612425666","118790.71395521061"
"3190000","32209","32209","32209","100257.24730349572","72710.69203690441","119707.1843867151"
"3200000","32310","32310","32310","101968.45027736972","72130.27449943301","119301.65432454314"
"3210000","32411","32411","32411","100482.0391580843","72111.96136741154","119827.67331038511"
"3220000","32512","32512","32512","100541.28550460377","72455.9017829603","118049.8948346102"
"3230000","32613","32613","32613","102908.13415271493","71050.16417434288","119297.32041942973"
"3240000","32714","32714","32714","103850.74818698702","76426.09053515631","117918.23818404188"
"3250000","32815","32815","32815","98772.05267477076","73017.58961011657","114922.58827824381"
"3260000","32916","32916","32916","98185.09604459097","73638.216499142","111422.75359394154"
"3270000","33017","33017","33017","95288.8172013448","70405.83893495132","112732.85250962655"
"3280000","33118","33118","33118","98112.72321766657","73014.39374187923","111831.89306126545"
"3290000","33219","33219","33219","101314.79661491024","70266.99734107964","119205.79995056585"
"3300000","33320","33320","33320","98396.2495181086","70197.18901938968","112910.15136037162"
"3310000","33421","33421","33421","98226.7726543348","69112.83435234889","114614.06518857776"
"3320000","33522","33522","33522","96497.30601888547","67125.78503828775","111303.80829743561"
"3330000","33623","33623","33623","96203.74594146863","66943.06512058937","112925.10025939438"
"3340000","33724","33724","33724","96382.96577053149","67379.39946230016","115055.28648096556"
"3350000","33825","33825","33825","98730.95786037267","68160.27272109054","116347.9492123544"
"3360000","33926","33926","33926","98645.82459084976","68400.18063493798","116553.1991235246"
"3370000","34027","34027","34027","98251.66662038343","64837.119324680934","119489.76026012581"
"3380000","34128","34128","34128","98295.53539464856","66203.07471993135","116571.1786704352"
"3390000","34229","34229","34229","99246.1510242718","68805.536819487","118513.60364047193"
"3400000","34330","34330","34330","101924.09948565705","68000.14969760164","119550.93761693963"
"3410000","34431","34431","34431","100172.47835264746","69195.57398124415","116138.18143505423"
"3420000","34532","34532","34532","98674.4482600891","66084.34771303364","116623.07838969903"
"3430000","34633","34633","34633","98169.12716921729","66207.53703323341","114547.29299405924"
"3440000","34734","34734","34734","93932.57198082864","70017.2927254595","115052.63307055863"
"3450000","34835","34835","34835","94127.36871963534","69825.81982703744","115454.42486225802"
"3460000","34936","34936","34936","92892.5478898002","68719.44007886716","114135.45806225287"
"3470000","35037","35037","35037","97327.83924243118","69689.2772081515","113816.00356997753"
"3480000","35138","35138","35138","97074.10316611575","69356.03788798742","111910.6578350896"
"3490000","35239","35239","35239","97782.18033841143","69032.82647916433","113458.69089686732"
"3500000","35340","35340","35340","96268.86194202623","70463.11504802422","111093.22613633133"
"3510000","35441","35441","35441","97580.18949532091","70144.79549121151","112714.14537450788"
"3520000","35542","35542","35542","98192.57557056476","69730.88631468406","112674.82822010077"
"3530000","35643","35643","35643","99350.69484626378","69057.29033088413","117248.75827869863"
"3540000","35744","35744","35744","98704.97853041806","69045.58601142181","115707.04681091517"
"3550000","35845","35845","35845","98472.87276665507","66988.21029413026","117050.96724228456"
"3560000","35946","35946","35946","98326.84284333885","66586.49639827362","118194.32698633571"
"3570000","36047","36047","36047","101847.54516504852","66360.69448512842","120662.4614581159"
"3580000","36148","36148","36148","98059.62787053816","67967.08135720805","114678.48214053326"
"3590000","36249","36249","36249","99652.87202042706","69959.3181180174","118887.56162979911"
"3600000","36350","36350","36350","101279.22609240028","75580.44309305148","118633.59092161301"
"3610000","36451","36451","36451","100218.51601782134","69298.44301683051","118856.16455159409"
"3620000","36552","36552","36552","100300.23298597976","70372.28966893433","118303.97043730463"
"3630000","36653","36653","36653","99419.05304943181","69785.37826160865","117487.51768885077"
"3640000","36754","36754","36754","100446.04764909053","71179.95980043247","118066.94804712664"
"3650000","36855","36855","36855","103140.57450623345","71789.06841437763","119850.47936138141"
"3660000","36956","36956","36956","100200.66367360686","71571.81437153748","115839.83978341543"
"3670000","37057","37057","37057","98775.87011551026","67536.80589795747","115727.09209252201"
"3680000","37158","37158","37158","98096.58515757955","68038.37222842497","113523.11677392147"
"3690000","37259","37259","37259","103091.18129685907","68914.45496180697","121790.98757129477"
"3700000","37360","37360","37360","102143.52446437218","68488.4617575405","120012.2545989855"
"3710000","37461","37461","37461","101337.6949156698","68056.8500995667","122076.97111224335"
"3720000","37562","37562","37562","103209.50317402324","68307.01171341076","121713.12887477248"
"3730000","37663","37663","37663","105057.18682486058","67669.65119845982","123987.84713097243"
"3740000","37764","37764","37764","102934.31265193403","68824.11500392402","123927.86471062593"
"3750000","37865","37865","37865","100684.0997516077","66909.45164610594","117634.1685111073"
"3760000","37966","37966","37966","104170.72082452214","70386.41624020836","121153.82596458687"
"3770000","38067","38067","38067","105279.39171738182","70087.35743525479","124393.147187473"
"3780000","38168","38168","38168","101041.3535504192","70283.16160685038","119377.61395811847"
"3790000","38269","38269","38269","100181.82924673","67119.6481329361","120253.47875790118"
"3800000","38370","38370","38370","101120.95753986253","67493.26941386175","119148.92493296509"
"3810000","38471","38471","38471","101044.27544210367","68587.50617333852","120896.2131572987"
"3820000","38572","38572","38572","101047.36733447229","69764.4985525097","117231.04201573346"
"3830000","38673","38673","38673","99053.40961140701","68214.49719658561","115454.40177673532"
"3840000","38774","38774","38774","101490.19146634683","66845.35538502414","119861.11609285674"
"3850000","38875","38875","38875","102089.74976115332","70823.22598371128","119295.5020694669"
"3860000","38976","38976","38976","99446.85857959923","66027.9601155169","117834.47129552864"
"3870000","39077","39077","39077","101704.74522878532","69473.97390516187","119994.40729936305"
"3880000","39178","39178","39178","100439.48179645349","74180.00514577852","115686.216842408"
"3890000","39279","39279","39279","99934.44993695342","73892.15919055576","113618.59256531372"
"3900000","39380","39380","39380","99969.47333393287","70056.08916613972","118499.82690621368"
"3910000","39481","39481","39481","100845.11507121222","69009.85125518308","118793.24354893796"
"3920000","39582","39582","39582","100512.17652537844","69639.24059941813","117153.74351334943"
"3930000","39683","39683","39683","102398.18676514267","75921.79688635835","116565.99870608648"
"3940000","39784","39784","39784","102590.0751739164","72535.00330300721","118486.56096744254"
"3950000","39885","39885","39885","101730.75923020732","74211.38955691071","117316.02499628656"
"3960000","39986","39986","39986","100041.38556270674","67908.01150110521","117551.16261387372"
"3970000","40087","40087","40087","101851.43262034275","70934.41729601487","117423.97801970689"
"3980000","40188","40188","40188","102907.71455130623","73786.21289516361","118611.22444267207"
"3990000","40289","40289","40289","102464.86659947418","74132.09455437506","116989.81549829745"
"4000000","40390","40390","40390","103231.87027259187","73344.63219849208","119221.54454613956"
"4010000","40491","40491","40491","104028.09370623226","79901.35835528403","117020.74367718834"
"4020000","40592","40592","40592","101479.27336380514","71646.40722584813","118075.94430349421"
"4030000","40693","40693","40693","100972.74894910026","70644.02027288511","118241.44151696193"
"4040000","40794","40794","40794","99981.00697420485","69787.68429434173","115551.84505123846"
"4050000","40895","40895","40895","101383.68547152693","75466.2257294592","114567.1584715005"
"4060000","40996","40996","40996","100565.37563256746","75222.16350031614","114687.70102886917"
"4070000","41097","41097","41097","98827.2551546369","72239.3850501132","112326.56070936454"
"4080000","41198","41198","41198","99192.22479617142","72872.93451201657","112477.34504377018"
"4090000","41299","41299","41299","99903.56955317833","75152.25832823548","113626.95807886875"
"4100000","41400","41400","41400","101306.74233800365","74843.62824220913","115267.9556721962"
"4110000","41501","41501","41501","103064.25890735588","77767.95507756175","118278.52862204408"
"4120000","41602","41602","41602","100694.22229928886","72647.14107644475","114833.59956253681"
"4130000","41703","41703","41703","100940.70608695499","78166.05025567424","113207.91820631942"
"4140000","41804","41804","41804","100757.6938111746","74377.30552907984","114452.11460194076"
"4150000","41905","41905","41905","101620.6618331244","77922.19784715903","115509.51028500467"
"4160000","42006","42006","42006","102189.7151980861","78820.5798827252","114488.78956435093"
"4170000","42107","42107","42107","102840.51542259943","75120.32123727794","116854.93220058993"
"4180000","42208","42208","42208","99626.53707375789","76398.00390680539","113090.58800189149"
"4190000","42309","42309","42309","101470.39247463348","76017.31402613202","118143.53445316627"
"4200000","42410","42410","42410","98948.87651746887","75693.96587120688","111519.288555979"
"4210000","42511","42511","42511","101493.1539993357","73097.48750853872","116838.94164426802"
"4220000","42612","42612","42612","102645.9893199565","77432.26764689267","116348.34178970932"
"4230000","42713","42713","42713","101885.84295369417","72328.97698491355","119053.26466192854"
"4240000","42814","42814","42814","102085.53410308443","77284.5237077866","116145.47427329114"
"4250000","42915","42915","42915","102897.16617462393","76965.35172982974","116087.99299890385"
"4260000","43016","43016","43016","102630.42866173633","76381.42294187928","119143.90817442565"
"4270000","43117","43117","43117","103393.55810636985","78619.16818736147","116900.91006584172"
"4280000","43218","43218","43218","102418.05450857391","75335.59082853553","118239.89371082728"
"4290000","43319","43319","43319","101761.9829220078","74665.36084047655","116868.73940878327"
"4300000","43420","43420","43420","101155.60840374243","75260.98854538216","115756.51244891144"
"4310000","43521","43521","43521","100783.95547862387","74380.55285906747","118036.18833110805"
"4320000","43622","43622","43622","102746.89935925147","75149.50080294833","118057.78124710725"
"4330000","43723","43723","43723","99668.41804036823","72781.15708997475","118510.72781628375"
"4340000","43824","43824","43824","76623.49445687105","39011.634087783925","117019.11649337944"
"4350000","43925","43925","43925","78605.93650559724","42247.75698630795","120979.45568718931"
"4360000","44026","44026","44026","74120.30145019744","29679.099368921714","118351.56699963185"
"4370000","44127","44127","44127","77261.8742202716","37351.037447350165","120505.85904115933"
"4380000","44228","44228","44228","77372.69251310211","38952.336295344445","118484.64485761138"
"4390000","44329","44329","44329","83772.34329548808","56062.50278465397","118240.93408230954"
"4400000","44430","44430","44430","76514.34451746079","37802.89436334789","117688.05825035236"
"4410000","44531","44531","44531","95010.6069830575","74684.75622190163","119459.05092825572"
"4420000","44632","44632","44632","87560.56041648565","66861.4277670141","119383.56548236083"
"4430000","44733","44733","44733","100230.86844795725","82147.3914348379","118314.3454610766"
"4440000","44834","44834","44834","106419.24677452832","92727.76248362393","120110.73106543272"
"4450000","44935","44935","44935","114921.18726821845","111339.45406838565","118502.92046805125"
"4460000","45036","45036","45036","116625.93204490378","113516.14123930995","119735.72285049762"
"4470000","45137","45137","45137","113044.5306905992","109227.09430262492","116861.9670785735"
"4480000","45238","45238","45238","107839.407820063","97438.57865321156","118240.23698691446"
"4490000","45339","45339","45339","103920.16831079876","90060.92884227204","117779.40777932547"
"4500000","45440","45440","45440","107324.18055948851","95766.59129565688","118881.76982332012"
"4510000","45541","45541","45541","109205.89500662961","98691.01820939234","119720.77180386687"
"4520000","45642","45642","45642","106768.89399136322","94531.35135559851","119006.43662712793"
"4530000","45743","45743","45743","109335.46507000414","98264.29882738813","120406.63131262014"
"4540000","45844","45844","45844","111614.40422885369","102696.4735520116","120532.33490569578"
"4550000","45945","45945","45945","113194.77654381786","105919.88541606514","120469.6676715706"
"4560000","46046","46046","46046","111755.53356698525","102383.25207655194","121127.81505741856"
"4570000","46147","46147","46147","109251.99189901126","105261.30791602665","113242.67588199588"
"4580000","46248","46248","46248","111798.74193158025","102357.32906570978","121240.15479745073"
"4590000","46349","46349","46349","114767.05674771426","107507.5051955696","122026.60829985891"
"4600000","46450","46450","46450","113673.01704454995","103390.48932631503","123955.54476278488"
"4610000","46551","46551","46551","112234.23019573887","104985.25749720144","119483.2028942763"
"4620000","46652","46652","46652","113125.70491627834","102299.56613667426","123951.84369588243"
"4630000","46753","46753","46753","112340.89118029803","105021.15637885765","119660.62598173841"
"4640000","46854","46854","46854","111666.882961292","103485.61245385985","119848.15346872414"
"4650000","46955","46955","46955","111078.70330531393","104273.3094933407","117884.09711728717"
"4660000","47056","47056","47056","110164.9742658718","101690.09081409733","118639.85771764629"
"4670000","47157","47157","47157","112355.52187493363","106566.37436677243","118144.66938309484"
"4680000","47258","47258","47258","110136.24622968002","102956.4158717568","117316.07658760322"
"4690000","47359","47359","47359","107942.38563709629","99560.66375788258","116324.10751631"
"4700000","47460","47460","47460","107859.16520104896","99525.65492530132","116192.6754767966"
"4710000","47561","47561","47561","107144.42583928618","95822.43730216897","118466.41437640341"
"4720000","47662","47662","47662","104937.61360379492","94818.62060590231","115056.60660168753"
"4730000","47763","47763","47763","111488.49810667685","101556.31662730114","121420.67958605255"
"4740000","47864","47864","47864","111952.68510474588","104594.46728618906","119310.9029233027"
"4750000","47965","47965","47965","111113.7608382933","103947.66970159223","118279.85197499438"
"4760000","48066","48066","48066","107888.24069683524","100964.40870146659","114812.07269220389"
"4770000","48167","48167","48167","113120.3975358614","107234.21945842907","119006.57561329372"
"4780000","48268","48268","48268","108790.74357220583","103423.63847944637","114157.84866496528"
"4790000","48369","48369","48369","110100.99901150528","104783.925226637","115418.07279637357"
"4800000","48470","48470","48470","113528.29871835219","108380.81368927167","118675.7837474327"
"4810000","48571","48571","48571","116367.65556489874","114286.94539832215","118448.36573147532"
"4820000","48672","48672","48672","108363.70666211596","102737.34159712368","113990.07172710822"
"4830000","48773","48773","48773","111684.68206616706","105255.80905673692","118113.5550755972"
"4840000","48874","48874","48874","112384.40702271699","109386.76120194598","115382.052843488"
"4850000","48975","48975","48975","112581.69031025888","107576.63611039825","117586.7445101195"
"4860000","49076","49076","49076","116061.96098083255","114666.09863140262","117457.82333026247"
"4870000","49177","49177","49177","111481.81481915916","103725.57881583077","119238.05082248757"
"4880000","49278","49278","49278","113090.91600992391","110861.32591766084","115320.50610218696"
"4890000","49379","49379","49379","116326.11750112104","113669.6096300071","118982.62537223501"
"4900000","49480","49480","49480","117394.491033409","115398.36024671291","119390.6218201051"
"4910000","49581","49581","49581","115329.18654202225","111525.93610995449","119132.43697409001"
"4920000","49682","49682","49682","112749.45578849685","110742.85289692039","114756.05868007333"
"4930000","49783","49783","49783","114862.18095100946","114687.474658341","115036.88724367792"
"4940000","49884","49884","49884","114520.87505992301","113921.63361047459","115120.11650937144"
"4950000","49985","49985","49985","111657.64847221383","107411.91645630258","115903.38048812505"
"4960000","50086","50086","50086","111058.62430004867","106174.5989224782","115942.64967761915"
"4970000","50187","50187","50187","108762.66101248932","103304.68232618352","114220.63969879512"
"4980000","50288","50288","50288","114505.29396589583","111618.22876772647","117392.35916406522"
"4990000","50389","50389","50389","115013.16555199353","114180.25744539469","115846.07365859239"
"5000000","50490","50490","50490","113721.82479194166","110973.7879969455","116469.86158693783"