,eval/front,eval/sparsity,losses/policy_loss,losses/critic_loss,_runtime,global_step,eval/cardinality,_step,eval/eum,_timestamp,eval/hypervolume
246,,,-73.72640228271484,2.931262731552124,1539.032168899,95600,,955,,1736533943.0186036,
247,,,-75.3525390625,2.3984932899475098,1541.618551088,95900,,958,,1736533945.6049907,
248,,,-70.99249267578125,2.5103659629821777,1542.480578187,96000,,959,,1736533946.4669936,
249,,,-83.73097229003906,2.627796173095703,1545.06516552,96300,,962,,1736533949.0515952,
250,,,-74.18316650390625,2.1331114768981934,1550.231338125,96900,,968,,1736533954.217761,
251,,,-71.67729187011719,1.9962447881698608,1553.67578189,97300,,972,,1736533957.662217,
252,,,-76.00614166259766,1.9860446453094482,1554.53927699,97400,,973,,1736533958.5256677,
253,,,-70.69622039794922,2.408097505569458,1555.400527859,97500,,974,,1736533959.3869576,
254,,,-74.62142944335938,2.5162901878356934,1557.121312148,97700,,976,,1736533961.1077468,
255,,,-78.2287368774414,1.8977115154266357,1559.701562656,98000,,979,,1736533963.6879945,
256,,,-70.11856079101562,2.6164398193359375,1569.174792486,99100,,990,,1736533973.1612158,
257,,,-75.28498840332031,2.346986770629883,1570.89580975,99300,,992,,1736533974.8822317,
258,,,-74.62019348144531,1.4378334283828735,1571.757855077,99400,,993,,1736533975.7442775,
259,,,-68.30216979980469,2.712395668029785,1572.619756247,99500,,994,,1736533976.6061769,
260,,,-74.681640625,1.9136466979980469,1576.926666596,100000,,999,,1736533980.9130936,
261,,,-74.63790130615234,1.9773681163787842,1634.816276697,100100,,1001,,1736534038.8027341,
262,,,-73.02865600585938,2.4480295181274414,1637.412817575,100400,,1004,,1736534041.3992488,
263,,,-74.07909393310547,1.889398455619812,1638.276001542,100500,,1005,,1736534042.2624192,
264,,,-72.24397277832031,3.155590057373047,1640.865054682,100800,,1008,,1736534044.851489,
265,,,-70.38998413085938,2.3331053256988525,1643.447448298,101100,,1011,,1736534047.4338744,
266,,,-71.7646484375,2.508310317993164,1646.031732125,101400,,1014,,1736534050.018161,
267,,,-73.19998931884766,2.13812255859375,1648.61158243,101700,,1017,,1736534052.5979936,
268,,,-72.34799194335938,2.496432065963745,1649.470541577,101800,,1018,,1736534053.4569795,
269,,,-75.17881774902344,7.05064582824707,1650.329148195,101900,,1019,,1736534054.3155766,
270,,,-76.15162658691406,2.5202622413635254,1652.052661937,102100,,1021,,1736534056.039098,
271,,,-70.80131530761719,2.782057762145996,1660.656940208,103100,,1031,,1736534064.6434102,
272,,,-70.3709487915039,2.280994176864624,1664.103284335,103500,,1035,,1736534068.0897157,
273,,,-67.62836456298828,9.247725486755371,1664.963014734,103600,,1036,,1736534068.9494336,
274,,,-73.6193618774414,2.094588279724121,1669.270211615,104100,,1041,,1736534073.2566435,
275,,,-71.85954284667969,2.91845703125,1672.71901555,104500,,1045,,1736534076.7054431,
276,,,-75.26019287109375,2.8278441429138184,1673.580221941,104600,,1046,,1736534077.5666463,
277,,,-72.07026672363281,2.3816137313842773,1674.441812276,104700,,1047,,1736534078.4282486,
278,,,-72.56643676757812,2.272441864013672,1676.161809814,104900,,1049,,1736534080.1482384,
279,,,-80.5453109741211,2.169556140899658,1689.96193563,106500,,1065,,1736534093.948365,
280,,,-76.84133911132812,2.9147748947143555,1692.547384804,106800,,1068,,1736534096.5338101,
281,,,-76.44734954833984,2.0243818759918213,1702.898327906,108000,,1080,,1736534106.8847606,
282,,,-71.63599395751953,1.7062044143676758,1706.353834379,108400,,1084,,1736534110.340264,
283,,,-76.32171630859375,6.509120941162109,1707.216121496,108500,,1085,,1736534111.2025502,
284,,,-75.69332885742188,2.9076180458068848,1712.394310544,109100,,1091,,1736534116.3807344,
285,,,-71.79478454589844,2.153163433074951,1714.981657113,109400,,1094,,1736534118.9680738,
286,,,-75.91968536376953,2.4069371223449707,1717.565384514,109700,,1097,,1736534121.5518196,
287,,,-75.75824737548828,4.362896919250488,1806.417802803,110100,,1102,,1736534210.404227,
288,,,-77.95044708251953,7.528669834136963,1811.585272902,110700,,1108,,1736534215.5717084,
289,,,-73.01947784423828,2.5781917572021484,1814.168119158,111000,,1111,,1736534218.1545417,
290,,,-72.31863403320312,14.903406143188477,1815.890888334,111200,,1113,,1736534219.877348,
291,,,-74.96168518066406,1.9613218307495117,1817.620953063,111400,,1115,,1736534221.607365,
292,,,-66.4237289428711,2.0667190551757812,1820.206380905,111700,,1118,,1736534224.1928189,
293,,,-75.65222930908203,2.5123586654663086,1827.965032757,112600,,1127,,1736534231.9514637,
294,,,-82.41699981689453,8.622737884521484,1829.686037178,112800,,1129,,1736534233.6724539,
295,,,-76.7038345336914,1.5938903093338013,1830.547446384,112900,,1130,,1736534234.5338895,
296,,,-76.3908462524414,2.2460899353027344,1832.270793958,113100,,1132,,1736534236.2572253,
297,,,-71.03753662109375,8.037871360778809,1833.131510744,113200,,1133,,1736534237.1179361,
298,,,-77.89500427246094,2.1525440216064453,1840.01832383,114000,,1141,,1736534244.004759,
299,,,-77.70193481445312,1.6781785488128662,1840.880467549,114100,,1142,,1736534244.8668997,
300,,,-79.6577377319336,2.1523308753967285,1846.050985458,114700,,1148,,1736534250.0374224,
301,,,-76.20687866210938,10.970686912536621,1849.494527611,115100,,1152,,1736534253.4809494,
302,,,-72.95121765136719,2.1559176445007324,1851.217216092,115300,,1154,,1736534255.2036555,
303,,,-70.29399871826172,6.009905815124512,1855.519078977,115800,,1159,,1736534259.5055103,
304,,,-79.65825653076172,2.110311985015869,1858.102028223,116100,,1162,,1736534262.0884597,
305,,,-76.94766998291016,2.146646499633789,1858.963585432,116200,,1163,,1736534262.95002,
306,,,-78.04000854492188,1.9629666805267334,1863.279635098,116700,,1168,,1736534267.266061,
307,,,-73.42892456054688,3.652613639831543,1873.61821361,117900,,1180,,1736534277.6046398,
308,,,-82.39676666259766,1.766252875328064,1876.19860425,118200,,1183,,1736534280.1850305,
309,,,-73.53274536132812,4.916912078857422,1881.398779036,118800,,1189,,1736534285.3852124,
310,,,-78.76274108886719,2.0430548191070557,1883.120161524,119000,,1191,,1736534287.106592,
311,,,-76.27616119384766,1.8333152532577515,1888.287464772,119600,,1197,,1736534292.2738986,
312,,,-70.04911804199219,5.8595733642578125,1891.732458714,120000,,1201,,1736534295.7188926,
313,,,-79.79481506347656,2.0083322525024414,1959.406780194,120200,,1204,,1736534363.393217,
314,,,-74.13671875,2.31748104095459,1962.809387274,120600,,1208,,1736534366.7958205,
315,,,-81.21717071533203,3.665086507797241,1966.211824872,121000,,1212,,1736534370.1982696,
316,,,-72.25003814697266,1.962388277053833,1967.06118185,121100,,1213,,1736534371.0476139,
317,,,-74.01881408691406,2.0104928016662598,1967.910463091,121200,,1214,,1736534371.8968964,
318,,,-82.48089599609375,2.226047992706299,1973.015366511,121800,,1220,,1736534377.001787,
319,,,-76.38916015625,2.300949811935425,1976.418927706,122200,,1224,,1736534380.4053626,
320,,,-75.74134826660156,6.205503463745117,1977.269049295,122300,,1225,,1736534381.2554789,
321,,,-85.44463348388672,2.993011474609375,1978.11944489,122400,,1226,,1736534382.1058683,
322,,,-83.38906860351562,2.466169834136963,1981.522621059,122800,,1230,,1736534385.5090394,
323,,,-76.15866088867188,2.1131162643432617,1990.049307074,123800,,1240,,1736534394.0357368,
324,,,-76.83175659179688,4.691201210021973,1996.002308785,124500,,1247,,1736534399.9887471,
325,,,-79.85116577148438,1.7364189624786377,1996.861000951,124600,,1248,,1736534400.8474302,
326,,,-80.96174621582031,1.9495923519134521,1999.438607257,124900,,1251,,1736534403.4250395,
327,,,-78.61748504638672,3.627535343170166,2000.288721743,125000,,1252,,1736534404.2751582,
328,,,-82.24898529052734,3.3004283905029297,2001.1379476,125100,,1253,,1736534405.124377,
329,,,-79.81780242919922,1.874003291130066,2001.988388881,125200,,1254,,1736534405.9748228,
330,,,-79.50772857666016,1.730879783630371,2003.686153524,125400,,1256,,1736534407.6725814,
331,,,-81.73433685302734,2.1058473587036133,2008.783034615,126000,,1262,,1736534412.769464,
332,,,-81.64408874511719,2.6278839111328125,2014.734745057,126700,,1269,,1736534418.7211695,
333,,,-82.3283920288086,2.308505058288574,2018.127860141,127100,,1273,,1736534422.1142938,
334,,,-84.61611938476562,2.1534080505371094,2024.928254058,127900,,1281,,1736534428.9146655,
335,,,-82.76689910888672,5.214888572692871,2026.64595819,128100,,1283,,1736534430.6323977,
336,,,-78.29478454589844,1.5375919342041016,2028.365030141,128300,,1285,,1736534432.351463,
337,,,-77.69547271728516,2.4117205142974854,2030.080150812,128500,,1287,,1736534434.0665808,
338,,,-80.92618560791016,2.557940721511841,2035.265056853,129100,,1293,,1736534439.2514956,
339,,,-74.83039093017578,16.676803588867188,2037.861262699,129400,,1296,,1736534441.8476954,
340,"{'size': 589, 'artifact_path': 'wandb-client-artifact://my7wdjjpwrkz57xq2k438avmzh7dzxhbi91b0prehqnel5p8rxwut3m07x6yh3v0wxm9p8u2886ajwauce85btqid5m74iqur7tb6fhcts6rzxcza5nunvgeajljq9ik/eval/front.table.json', '_latest_artifact_path': 'wandb-client-artifact://pr3tvgoojx36iwwozh87sulylxom6ay417mkpw259ange239oxxqkdg4gmdh0407zh2895nqpx6f5dxod27vrhqim68dggq065ncfbqndji4l2z2q07w1dmri6ncczza:latest/eval/front.table.json', '_type': 'table-file', 'ncols': 2, 'nrows': 13, 'path': 'media/table/eval/front_1303_b8c6fc7b584095b8c6c3.table.json', 'sha256': 'b8c6fc7b584095b8c6c34de4b2e4d9df30c5f6440d414be42707bd2ae11e183a'}",370.1528634408903,,,2157.008251903,130000,13.0,1303,188.10172345902131,1736534560.9946535,86796.34758999312
341,,,-81.86385345458984,2.042590618133545,2161.293695226,130500,,1308,,1736534565.2801242,
342,,,-84.4992446899414,2.2767276763916016,2171.592618395,131700,,1320,,1736534575.5790477,
343,,,-83.54988861083984,2.7724509239196777,2176.792440958,132300,,1326,,1736534580.7788725,
344,,,-78.49938201904297,1.9837450981140137,2179.398724376,132600,,1329,,1736534583.3851488,
345,,,-86.99057006835938,2.5108530521392822,2185.47393157,133300,,1336,,1736534589.4603617,
346,,,-81.60993957519531,2.7039437294006348,2188.091726839,133600,,1339,,1736534592.0781593,
347,,,-87.71519470214844,3.4503021240234375,2188.961265288,133700,,1340,,1736534592.947696,
348,,,-82.92832946777344,2.2853446006774902,2189.828979447,133800,,1341,,1736534593.8154106,
349,,,-75.99131774902344,2.312795639038086,2190.697849534,133900,,1342,,1736534594.6843073,
350,,,-82.19029998779297,22.365108489990234,2192.438125319,134100,,1344,,1736534596.424552,
351,,,-81.08805084228516,10.281856536865234,2195.914689596,134500,,1348,,1736534599.9011366,
352,,,-81.5741958618164,3.4539124965667725,2199.386580484,134900,,1352,,1736534603.3730216,
353,,,-85.79138946533203,2.326674461364746,2200.255697399,135000,,1353,,1736534604.2421222,
354,,,-83.76167297363281,2.6508429050445557,2201.992009937,135200,,1355,,1736534605.9784482,
355,,,-91.86326599121094,2.729902505874634,2208.93766155,136000,,1363,,1736534612.924093,
356,,,-82.68766784667969,2.2255501747131348,2209.805730076,136100,,1364,,1736534613.792164,
357,,,-84.6249771118164,1.9737815856933594,2216.773513157,136900,,1372,,1736534620.7599456,
358,,,-84.32389068603516,2.6966843605041504,2217.645468148,137000,,1373,,1736534621.6318998,
359,,,-86.84065246582031,1.936222791671753,2218.517329647,137100,,1374,,1736534622.5037606,
360,,,-92.4355697631836,2.5420665740966797,2219.390035159,137200,,1375,,1736534623.3764644,
361,,,-90.0232925415039,3.2879457473754883,2224.624842565,137800,,1381,,1736534628.6112747,
362,,,-89.63870239257812,4.354740619659424,2226.36626919,138000,,1383,,1736534630.3527026,
363,,,-81.45899963378906,2.087766170501709,2228.976418476,138300,,1386,,1736534632.9628484,
364,,,-87.71450805664062,2.0753300189971924,2231.59196711,138600,,1389,,1736534635.578403,
365,,,-89.25463104248047,3.125568389892578,2233.333775753,138800,,1391,,1736534637.3202019,
366,,,-85.83114624023438,3.4533660411834717,2234.20543727,138900,,1392,,1736534638.191853,
367,,,-86.03243255615234,2.985002279281616,2235.948544356,139100,,1394,,1736534639.934988,
368,,,-86.55766296386719,2.543990135192871,2237.699132087,139300,,1396,,1736534641.6855586,
369,,,-82.24024200439453,3.4612364768981934,2240.310844732,139600,,1399,,1736534644.297274,
370,,,-83.38275146484375,3.0444865226745605,2242.917329159,139900,,1402,,1736534646.9037578,
371,,,-87.05159759521484,2.8621089458465576,2361.00877255,140200,,1406,,1736534764.9952104,
372,,,-89.69700622558594,6.423169136047363,2364.49849008,140600,,1410,,1736534768.4849162,
373,,,-91.18537139892578,2.786670446395874,2370.602288726,141300,,1417,,1736534774.588723,
374,,,-88.0980453491211,2.946056365966797,2374.087092675,141700,,1421,,1736534778.0735202,
375,,,-83.28334045410156,3.2135279178619385,2377.580155576,142100,,1425,,1736534781.566586,
376,,,-88.98970031738281,3.0862526893615723,2386.310724018,143100,,1435,,1736534790.297152,
377,,,-86.04840087890625,2.554873466491699,2387.181782325,143200,,1436,,1736534791.168208,
378,,,-85.73107147216797,3.948881149291992,2389.79746502,143500,,1439,,1736534793.7838979,
379,,,-89.02623748779297,3.160501003265381,2393.289111425,143900,,1443,,1736534797.2755406,
380,,,-87.67155456542969,3.1796228885650635,2398.52538913,144500,,1449,,1736534802.5118227,
381,,,-83.35954284667969,5.615978717803955,2411.617032569,146000,,1464,,1736534815.6034725,
382,,,-92.7996597290039,3.5123209953308105,2428.19129252,147900,,1483,,1736534832.1777177,
383,,,-87.00935363769531,5.500336647033691,2429.928247419,148100,,1485,,1736534833.9146802,
384,,,-88.37731170654297,3.8128044605255127,2433.403492873,148500,,1489,,1736534837.3899224,
385,,,-87.70003509521484,5.722318172454834,2436.879772299,148900,,1493,,1736534840.8662126,
386,,,-87.35206604003906,32.21470260620117,2437.748517738,149000,,1494,,1736534841.7349446,
387,,,-90.06982421875,4.737764358520508,2446.464424649,150000,,1504,,1736534850.4508586,
388,,,-95.69330596923828,3.973655939102173,2585.294141208,150900,,1514,,1736534989.2805727,
389,,,-96.78520202636719,6.83900260925293,2587.044336667,151100,,1516,,1736534991.030771,
390,,,-93.65010833740234,3.621969699859619,2594.046319753,151900,,1524,,1736534998.0327559,
391,,,-92.8261947631836,3.5134458541870117,2594.918179328,152000,,1525,,1736534998.9046128,
392,,,-85.55952453613281,14.310905456542969,2596.672179637,152200,,1527,,1736535000.6586092,
393,,,-86.62962341308594,4.757393836975098,2597.55573347,152300,,1528,,1736535001.542161,
394,,,-94.12582397460938,6.6173601150512695,2598.433450501,152400,,1529,,1736535002.4198804,
395,,,-95.95877838134766,4.087298393249512,2603.701766876,153000,,1535,,1736535007.6882102,
396,,,-92.77871704101562,3.3013768196105957,2605.450126618,153200,,1537,,1736535009.4365559,
397,,,-94.28749084472656,4.057487487792969,2610.707442703,153800,,1543,,1736535014.6938953,
398,,,-84.81427001953125,2.674306631088257,2617.70217326,154600,,1551,,1736535021.6886077,
399,,,-95.16667938232422,3.7937111854553223,2620.325716678,154900,,1554,,1736535024.3121464,
400,,,-92.90331268310547,6.518781661987305,2627.324766413,155700,,1562,,1736535031.311195,
401,,,-95.17679595947266,3.8550777435302734,2635.197948046,156600,,1571,,1736535039.1843798,
402,,,-94.84125518798828,12.527746200561523,2638.70135483,157000,,1575,,1736535042.6877873,
403,,,-87.01802825927734,3.7590765953063965,2640.456557419,157200,,1577,,1736535044.4430068,
404,,,-95.65328216552734,4.758951187133789,2646.571204592,157900,,1584,,1736535050.5576336,
405,,,-86.51165008544922,2.4579811096191406,2652.695668836,158600,,1591,,1736535056.6820984,
406,,,-97.57881164550781,4.541900634765625,2654.446935238,158800,,1593,,1736535058.433349,
407,,,-99.81796264648438,4.6775007247924805,2658.822185454,159300,,1598,,1736535062.8086164,
408,,,-98.71372985839844,4.124472141265869,2814.113508061,160100,,1607,,1736535218.099942,
409,,,-90.01351165771484,3.683818817138672,2821.833309885,161000,,1616,,1736535225.819749,
410,,,-90.47333526611328,5.034050941467285,2825.264188224,161400,,1620,,1736535229.2506227,
411,,,-88.70075988769531,4.3660969734191895,2827.832259884,161700,,1623,,1736535231.8186922,
412,,,-87.80290222167969,6.00099515914917,2828.686951281,161800,,1624,,1736535232.6733747,
413,,,-87.94390869140625,5.720456123352051,2830.397669964,162000,,1626,,1736535234.3841064,
414,,,-92.47966766357422,4.159196376800537,2835.543220423,162600,,1632,,1736535239.529651,
415,,,-101.28821563720703,3.1704154014587402,2838.982330916,163000,,1636,,1736535242.9687626,
416,,,-95.3131103515625,4.219436168670654,2845.837973533,163800,,1644,,1736535249.8244052,
417,,,-98.06179809570312,3.248615264892578,2847.553351335,164000,,1646,,1736535251.5397515,
418,,,-97.1190185546875,4.206017017364502,2850.986148901,164400,,1650,,1736535254.9725907,
419,,,-98.32856750488281,5.895610809326172,2859.554838465,165400,,1660,,1736535263.541267,
420,,,-91.98431396484375,4.270149230957031,2862.986177408,165800,,1664,,1736535266.972609,
421,,,-90.52522277832031,4.583785533905029,2865.561040014,166100,,1667,,1736535269.5474706,
422,,,-90.08209991455078,7.674002647399902,2872.42512828,166900,,1675,,1736535276.4115667,
423,,,-97.121337890625,6.332674980163574,2876.703482402,167400,,1680,,1736535280.6899157,
424,,,-94.31424713134766,3.4110043048858643,2877.561430573,167500,,1681,,1736535281.5478654,
425,,,-92.23228454589844,5.6621222496032715,2878.418686317,167600,,1682,,1736535282.405122,
426,,,-88.78984069824219,50.900245666503906,2885.280076442,168400,,1690,,1736535289.2665064,
427,,,-93.01578521728516,3.4717586040496826,2888.706658806,168800,,1694,,1736535292.693093,
428,,,-93.54823303222656,3.6703941822052,2889.563320221,168900,,1695,,1736535293.5497475,
429,,,-87.70283508300781,5.376333236694336,2892.98425757,169300,,1699,,1736535296.9706886,
430,,,-100.03179931640625,3.7184219360351562,2898.135606567,169900,,1705,,1736535302.1220398,
431,"{'sha256': 'fbe92cd04e72a11811877db084dcfaa9249191d446e800d5bd458a73381bd2c8', 'size': 423, 'artifact_path': 'wandb-client-artifact://rw955jaoxnz35eza0vz3fxo3y6c3ir1qxcausnbhft6rfdlixwoi7lmfjb9jozon6nveyr91hb192g462ghtrxkftp5b6hdjxb44xo5jhbpq0ivcw6b20ymqwskc0gzz/eval/front.table.json', '_latest_artifact_path': 'wandb-client-artifact://itcjfias6pwqtm7kkfmt29c07w9c6hk58xzryybtmct09qxg0a0jwuc4ihhpwcn59tqtzunx0vt1q6r9ymo0xlci5u757m98buriwcz45ac5ydnf5syvyo7a9pwocznt:latest/eval/front.table.json', '_type': 'table-file', 'ncols': 2, 'nrows': 9, 'path': 'media/table/eval/front_1707_fbe92cd04e72a1181187.table.json'}",357.187154678646,,,3012.077603269,170000,9.0,1707,184.48229581906352,1736535416.0641024,85234.49575723156
432,,,-96.55641174316406,4.9002685546875,3015.510185616,170400,,1711,,1736535419.496617,
433,,,-98.6997299194336,3.936215877532959,3023.224424892,171300,,1720,,1736535427.2108507,
434,,,-93.79698944091797,5.207569122314453,3025.789222731,171600,,1723,,1736535429.7756534,
435,,,-99.22622680664062,5.213191032409668,3030.064384503,172100,,1728,,1736535434.0508196,
436,,,-97.9959945678711,4.019052982330322,3031.776727479,172300,,1730,,1736535435.7631392,
437,,,-100.38822174072266,5.344954490661621,3033.488893393,172500,,1732,,1736535437.4753237,
438,,,-100.07682800292969,5.258711814880371,3038.617885866,173100,,1738,,1736535442.6043234,
439,,,-94.92328643798828,5.742053508758545,3039.473829589,173200,,1739,,1736535443.4602692,
440,,,-93.70638275146484,4.963168144226074,3041.185390087,173400,,1741,,1736535445.1718283,
441,,,-98.709228515625,3.684145927429199,3043.751291071,173700,,1744,,1736535447.737718,
442,,,-97.5985107421875,3.794872760772705,3056.578843378,175200,,1759,,1736535460.5652714,
443,,,-97.93922424316406,6.245552062988281,3057.433680206,175300,,1760,,1736535461.420115,
444,,,-97.3211669921875,5.091885566711426,3058.288277197,175400,,1761,,1736535462.2747085,
445,,,-97.62420654296875,3.7102489471435547,3059.145131539,175500,,1762,,1736535463.1315732,
446,,,-99.64746856689453,12.126726150512695,3063.415352792,176000,,1767,,1736535467.4017828,
447,,,-91.52861022949219,5.337872505187988,3065.979808827,176300,,1770,,1736535469.9662585,
448,,,-105.42594146728516,5.273520469665527,3074.530956992,177300,,1780,,1736535478.5173867,
449,,,-103.98453521728516,5.569085597991943,3076.245962246,177500,,1782,,1736535480.2323983,
450,,,-95.16346740722656,4.50445032119751,3085.714202997,178600,,1793,,1736535489.7006328,
451,,,-97.93305969238281,4.168420791625977,3088.283906176,178900,,1796,,1736535492.2703342,
452,,,-93.34295654296875,4.519899368286133,3089.991099732,179100,,1798,,1736535493.9775355,
453,,,-95.05847930908203,5.764891624450684,3094.268149891,179600,,1803,,1736535498.254581,
454,,,-97.72789764404297,4.848769664764404,3096.859886851,179900,,1806,,1736535500.8463185,
455,,,-99.28355407714844,12.773603439331055,3244.259839514,180200,,1810,,1736535648.2462711,
456,,,-93.58365631103516,4.4406938552856445,3245.124475892,180300,,1811,,1736535649.11089,
457,,,-91.73652648925781,7.288125991821289,3247.710960662,180600,,1814,,1736535651.6973863,
458,,,-93.73603820800781,6.63653564453125,3262.417591075,182300,,1831,,1736535666.404026,
459,,,-98.0711441040039,3.6466639041900635,3265.88591248,182700,,1835,,1736535669.8723402,
460,,,-95.2017593383789,4.531705856323242,3268.486051446,183000,,1838,,1736535672.4724753,
461,,,-96.76676940917969,27.032642364501953,3276.294676284,183900,,1847,,1736535680.2811,
462,,,-96.75209045410156,13.482440948486328,3277.158689442,184000,,1848,,1736535681.1451242,
463,,,-101.07569885253906,2.9847893714904785,3278.889464374,184200,,1850,,1736535682.8758917,
464,,,-100.02491760253906,5.186830520629883,3287.538309128,185200,,1860,,1736535691.524733,
465,,,-96.78436279296875,6.7661027908325195,3288.402433311,185300,,1861,,1736535692.3888595,
466,,,-91.1680908203125,13.397069931030273,3289.266468793,185400,,1862,,1736535693.2528985,
467,,,-96.82872009277344,9.097360610961914,3291.860259001,185700,,1865,,1736535695.8466783,
468,,,-102.7095718383789,6.171591758728027,3292.727324304,185800,,1866,,1736535696.7137244,
469,,,-99.88819885253906,4.064187526702881,3294.456007564,186000,,1868,,1736535698.4424307,
470,,,-101.84064483642578,6.92277193069458,3295.32275729,186100,,1869,,1736535699.30917,
471,,,-95.14946746826172,7.064037799835205,3300.507740511,186700,,1875,,1736535704.4941819,
472,,,-103.26605987548828,5.724430084228516,3301.370201567,186800,,1876,,1736535705.3566284,
473,,,-102.77069091796875,6.4531121253967285,3310.843103969,187900,,1887,,1736535714.8295426,
474,,,-105.82347106933594,6.701176643371582,3316.840763713,188600,,1894,,1736535720.8272052,
475,,,-98.40110778808594,13.696678161621094,3323.689924835,189400,,1902,,1736535727.6763587,
476,,,-101.58766174316406,4.864797592163086,3328.824349299,190000,,1908,,1736535732.81078,
477,,,-93.91299438476562,13.617706298828125,3492.61876948,190900,,1918,,1736535896.6051946,
478,,,-98.73490142822266,6.1865553855896,3494.3252486,191100,,1920,,1736535898.311684,
479,,,-99.15706634521484,10.655107498168945,3496.032188491,191300,,1922,,1736535900.0186274,
480,,,-104.66644287109375,5.1208271980285645,3496.885649114,191400,,1923,,1736535900.872081,
481,,,-103.20002746582031,6.631635665893555,3501.15370395,191900,,1928,,1736535905.1401346,
482,,,-101.15348815917969,6.232245445251465,3502.005872722,192000,,1929,,1736535905.9923046,
483,,,-104.36566162109375,6.943706035614014,3508.020876199,192700,,1936,,1736535912.0073051,
484,,,-99.10025024414062,10.224899291992188,3512.335713536,193200,,1941,,1736535916.3221385,
485,,,-103.7761459350586,6.895258903503418,3518.386000767,193900,,1948,,1736535922.3724337,
486,,,-107.13749694824219,6.946503639221191,3520.984019138,194200,,1951,,1736535924.9704545,
487,,,-105.43224334716797,11.739837646484375,3523.576427249,194500,,1954,,1736535927.5628493,
488,,,-102.82736206054688,3.339231491088867,3526.165955364,194800,,1957,,1736535930.1523948,
489,,,-94.37577056884766,5.205474853515625,3530.505410947,195300,,1962,,1736535934.4918468,
490,,,-102.39982604980469,4.90641975402832,3534.827136973,195800,,1967,,1736535938.813565,
491,,,-98.51834106445312,4.041624546051025,3542.603413457,196700,,1976,,1736535946.5898368,
492,,,-100.47149658203125,9.000739097595215,3546.141571036,197100,,1980,,1736535950.1279953,
493,,,-105.19044494628906,5.3037109375,3549.709675564,197500,,1984,,1736535953.6961057,
494,,,-102.27938842773438,3.9431636333465576,3560.103559188,198700,,1996,,1736535964.0899868,
495,,,-103.06910705566406,6.617740631103516,3563.607368691,199100,,2000,,1736535967.5937824,
496,,,-101.41128540039062,4.962652206420898,3564.481809068,199200,,2001,,1736535968.468238,
497,,,-101.19607543945312,4.703167915344238,3565.356902998,199300,,2002,,1736535969.3433356,
498,,,-104.56721496582031,5.386536598205566,3566.230475121,199400,,2003,,1736535970.216907,
499,,,-111.55158996582031,4.932239532470703,3571.4706966,200000,,2009,,1736535975.4571304,
